Engine_Size,Horsepower,Torque,Weight,Top_Speed,Acceleration_0_100,Fuel_Efficiency,CO2_Emissions,Price,Mileage,Safety_Rating,Number_of_Owners,Insurance_Cost,Production_Units,Log_Price,Log_Mileage,Car_Age,Car_Age_Group,Brand_BMW,Brand_Bugatti,Brand_Chevrolet,Brand_Ferrari,Brand_Ford,Brand_Lamborghini,Brand_McLaren,Brand_Nissan,Brand_Porsche,Model_720S,Model_911 Turbo S,Model_Chiron,Model_Corvette Z06,Model_DBS,Model_GT-R,Model_Huracan,Model_M4 Competition,Model_Mustang GT,Country_Europe,Country_USA,Condition_restored,Condition_salvage,Condition_used,Fuel_Type_Electric,Fuel_Type_Petrol,Drivetrain_FWD,Drivetrain_RWD,Transmission_CVT,Transmission_DCT,Transmission_Manual,Popularity_Low,Popularity_Medium,Market_Demand_Low,Market_Demand_Medium,Modification_Nismo,Modification_RS,Modification_Sport,Modification_Supercharged,Modification_Track Edition,Modification_Turbo,Modification_V-Spec,Cluster
3.2,1240,567,2041,290,2.4,12.7,277,243340,238904,1,3,12878,1000,12.402219030809448,12.38382126235399,33,Lama,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,3.0
3.9,950,1056,1441,359,3.8,9.0,397,400064,84337,4,2,4919,1000,12.899382312888424,11.342587813478948,33,Lama,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,3.0
4.3,870,402,1478,318,4.9,5.7,197,187196,193700,2,4,9575,1000,12.139916817256193,12.174071012004372,26,Lama,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,3.0
6.4,145,1467,1710,260,3.5,13.1,207,102892,246812,4,1,1627,5000,11.5414448922973,12.416386243856277,1,Baru,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,2.0
2.9,654,283,1311,345,4.3,9.0,183,61786,52219,1,2,2157,1000,11.031448265330804,10.86322084225312,9,Baru,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2.0
2.9,329,996,2344,365,5.7,11.5,357,331613,114163,3,4,7520,5000,12.711726920893671,11.645391290079278,40,Lama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,1.0
7.1,438,325,1569,386,2.0,11.5,213,265026,1691,2,1,4795,20000,12.487586986570705,7.433666540166168,42,Lama,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,
2.8,1311,267,1729,324,2.3,11.3,227,302426,73154,4,3,1818,5000,12.619595205016068,11.200335756812262,7,Baru,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,0.0
5.6,1141,1579,1596,383,2.8,11.4,273,284305,178531,2,3,6905,50,12.557806401883507,12.092523135843262,21,Menengah,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
7.6,479,880,1610,210,6.3,9.4,324,484771,165358,4,4,13615,200,13.091433956293734,12.015874146925656,31,Lama,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1.0
2.7,1090,149,1429,380,6.7,9.5,167,27111,63791,4,2,8155,200,10.207731713286886,11.063383069621135,22,Menengah,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,
5.1,567,1591,2121,259,4.8,13.4,156,498177,125270,1,1,9561,5000,13.11871272186288,11.73823466956362,31,Lama,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,1.0
2.0,585,344,2430,368,5.0,7.2,139,262523,133297,4,1,12888,20000,12.478097785405907,11.800342502303304,15,Menengah,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,1.0
2.5,1233,1751,926,249,4.0,9.8,272,450337,83913,4,4,9642,1000,13.017753690914834,11.33754774385068,32,Lama,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,3.0
7.6,521,648,1977,360,5.8,13.1,417,396515,234536,2,1,6086,200,12.890471672332408,12.36536863693811,32,Lama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0
5.5,703,1171,1403,370,2.1,9.1,378,276502,213252,2,2,2013,20000,12.52997694979525,12.270234533250282,29,Lama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3.0
4.4,162,932,1636,218,4.2,10.7,300,379393,98690,3,2,8946,100000,12.846330521914142,11.499749035853595,26,Lama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,
5.2,1152,1515,1730,292,5.0,12.3,150,193345,169660,3,3,12062,50,12.17223660894971,12.04155760748558,7,Baru,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3.0
3.5,428,1480,2263,383,4.6,10.6,103,35966,215785,4,3,6290,1000,10.490357130375765,12.282042454817551,37,Lama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,2.0
5.2,1088,1713,2460,360,2.8,10.7,129,70816,197017,4,2,13379,20000,11.16785436385365,12.191050374104464,10,Menengah,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,2.0
5.0,861,490,2226,388,5.4,5.1,323,389999,106672,1,2,14908,1000,12.873902018105827,11.577523359345172,29,Lama,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,1.0
2.3,464,1439,1186,339,3.5,14.7,147,349949,103299,3,2,1319,1000,12.765545566117686,11.54539265510773,38,Lama,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,0.0
2.7,861,893,2082,194,6.8,10.3,303,25455,188464,1,3,758,5000,10.144706750577567,12.146667592237634,33,Lama,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,
4.6,519,538,1526,328,3.4,6.6,158,183419,105259,4,3,3778,20000,12.119533884112936,11.56418875890777,24,Menengah,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2.0
2.6,1012,1301,1111,301,6.0,9.8,266,340463,131353,4,2,10769,5000,12.738064672109978,11.785651247638205,5,Baru,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,3.0
3.1,1070,1039,1032,246,3.4,12.8,199,406957,165074,1,3,11321,1000,12.91646526499666,12.014155195062772,12,Menengah,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,3.0
6.7,1032,837,1176,311,6.6,5.2,423,398595,78845,3,4,3600,5000,12.89570365158755,11.275251861871691,29,Lama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,0.0
2.0,153,486,2283,207,5.7,11.1,414,364478,95250,1,4,6082,50,12.806224215602423,11.4642707916215,23,Menengah,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1.0
2.3,532,906,1664,375,6.9,7.9,144,356498,163106,4,4,14900,5000,12.784086713783465,12.00216170614307,44,Lama,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1.0
2.2,1371,1412,1403,344,3.2,14.5,205,441404,111490,4,3,2808,200,12.997718100334636,11.621699149135688,19,Menengah,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3.0
5.7,275,1640,2180,356,4.0,11.1,206,92630,190027,2,2,11357,100000,11.436379137828364,12.154926708706016,28,Lama,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,
3.0,1205,997,1643,153,5.9,13.5,442,242649,16876,3,3,4393,20000,12.399375354833362,9.733707027236484,5,Baru,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,0.0
4.3,831,294,2112,169,5.6,14.1,421,97363,142179,4,2,12432,100000,11.486211811451804,11.864849139483471,10,Menengah,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,
3.8,270,1510,1740,266,5.3,5.6,416,343647,208116,2,2,2528,100000,12.747373156657943,12.24585570053963,5,Baru,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,
4.7,1396,226,1968,393,3.2,12.0,304,189903,179604,1,1,1006,100000,12.154273960296289,12.098515274106372,42,Lama,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,
4.7,1240,455,1242,248,3.5,7.3,379,194861,213837,3,1,561,20000,12.180046894705782,12.272973997981932,20,Menengah,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,3.0
2.3,582,1754,2135,267,4.3,8.3,176,76242,175625,3,3,14809,100000,11.24168088697679,12.076112013004114,33,Lama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,
4.7,471,224,1530,395,2.5,6.0,194,416661,131192,3,3,9041,20000,12.940030620547653,11.784424800410232,38,Lama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,3.0
2.3,522,322,1197,388,3.9,14.8,265,211853,208831,4,3,504,1000,12.263652637160384,12.249285379952992,41,Lama,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,2.0
7.3,1505,1653,2078,241,4.1,13.1,107,98174,103357,3,3,2591,20000,11.49450687944621,11.545953968984016,2,Baru,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,2.0
3.1,1132,1320,2120,357,6.3,6.9,257,339277,194510,3,1,6120,20000,12.734575109294974,12.178243995711371,17,Menengah,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0
7.9,940,1722,1677,214,3.5,12.5,273,150081,53326,1,1,13830,1000,11.91893709037727,10.884198048496517,19,Menengah,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0
7.7,295,1724,1266,399,4.2,9.0,410,315488,115427,2,1,7602,20000,12.66187909506241,11.656402237940616,28,Lama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.0
8.0,163,290,2460,303,4.7,14.6,424,427202,53536,4,2,12570,100000,12.965014589075375,10.888128282631824,7,Baru,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,
5.1,638,938,1248,388,6.9,10.0,109,167645,125027,1,2,4212,5000,12.0296098923792,11.736292991200184,25,Lama,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,2.0
6.2,1082,1203,2303,177,5.0,6.8,379,371107,106337,1,3,11701,5000,12.82424840434799,11.574377979283195,30,Lama,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1.0
3.5,1395,455,2346,180,3.9,9.5,279,147520,29958,3,3,2918,100000,11.90172581750931,10.307585059236986,29,Lama,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,
5.9,149,1267,1040,284,6.8,10.5,232,42857,24947,1,3,3457,20000,10.665647604383029,10.124548937646011,11,Menengah,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,2.0
3.8,555,133,2446,373,5.3,14.1,214,109268,74271,3,3,1438,100000,11.601568010880197,11.215489309074163,7,Baru,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,
3.0,1110,146,1481,197,3.8,6.8,151,195387,131568,2,2,3006,1000,12.18274260421779,11.787286707814165,34,Lama,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2.0
2.5,307,306,1023,332,5.6,9.5,383,250448,235854,4,3,5084,1000,12.431010585964854,12.370972488402892,24,Menengah,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,1.0
5.0,182,657,1204,264,5.4,6.6,229,351374,6877,2,4,5868,5000,12.769609308208832,8.83608319099221,21,Menengah,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,
3.3,618,490,2080,371,6.0,13.3,438,122544,220342,3,3,5692,5000,11.716233588450326,12.302940702123143,37,Lama,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,2.0
3.9,546,544,1836,231,5.9,11.4,378,21338,107829,2,4,7801,100000,9.968291663401624,11.588311191876118,40,Lama,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,
5.2,638,1249,1264,349,6.0,12.2,277,148888,188594,3,3,10794,20000,11.910956340859252,12.14735713769539,16,Menengah,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2.0
7.2,1050,1534,1891,178,3.3,14.2,429,69877,24056,1,1,2932,100000,11.154506143346143,10.088181293475138,31,Lama,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,
4.3,767,1655,1165,381,2.7,9.2,260,197985,171384,3,3,6910,5000,12.195951600106104,12.051667766730429,31,Lama,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,3.0
4.2,795,394,983,299,3.9,12.7,142,115817,37141,2,3,3934,5000,11.65977527245593,10.522503683752998,39,Lama,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,0.0
3.2,463,1363,1648,163,4.6,13.8,162,178613,154751,3,2,4250,1000,12.092982331810406,11.949579114534409,6,Baru,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,2.0
8.0,1241,652,1039,312,3.0,14.7,426,237431,78920,3,2,4686,100000,12.377636545671168,11.276202631115575,36,Lama,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,
7.2,194,1503,2064,344,2.7,13.7,276,238226,156373,4,3,9464,5000,12.380979279605642,11.960005852864672,29,Lama,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3.0
3.2,1217,232,2058,228,5.8,10.5,354,36865,42703,4,1,6907,100000,10.51504499605612,10.662047871644305,6,Baru,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,
2.9,647,1378,1643,195,3.5,13.9,146,318613,83313,2,3,1550,200,12.671735617739984,11.33037188126011,15,Menengah,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0
7.8,991,170,925,231,4.4,14.9,226,337050,88924,2,1,12837,5000,12.727989533196038,11.395548596816656,21,Menengah,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0
3.2,1466,902,1334,272,6.0,5.3,399,159980,178698,2,2,9001,100000,11.982810337164624,12.09345810516096,33,Lama,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,
2.1,850,1416,1367,379,3.1,9.5,409,337350,153210,4,2,10349,20000,12.728879210331598,11.9395713352776,25,Lama,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,3.0
3.5,449,1747,1550,167,5.0,14.6,268,400305,76526,3,3,12893,1000,12.899984533626766,11.245398898722012,19,Menengah,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0
2.9,574,1106,1347,253,2.8,11.9,170,389995,142333,3,3,1863,1000,12.873891761642977,11.865931687372433,23,Menengah,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,3.0
6.5,415,346,2137,306,6.3,14.5,329,343028,207680,4,2,2830,100000,12.745570270679044,12.243758527586424,3,Baru,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,
6.8,1071,1159,2025,372,2.5,10.8,184,292305,135850,2,1,4567,50,12.585556477744634,11.819313975887392,4,Baru,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,3.0
5.9,1301,1255,2396,336,4.0,11.6,296,290945,993,4,4,11181,100000,12.580892961923633,6.901737206656573,5,Baru,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,
7.5,154,1595,1366,249,6.4,8.0,289,491284,198196,1,4,8066,20000,13.104779686447012,12.197016764537436,7,Baru,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,1.0
4.4,314,1055,930,277,5.9,7.1,319,413341,217624,1,3,13542,100000,12.932030616435226,12.29052867707049,8,Baru,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,
5.1,1308,1039,1615,182,4.8,13.1,421,273288,47089,3,2,9938,20000,12.518285122295325,10.7598159432376,39,Lama,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,0.0
4.4,992,1439,1821,336,2.8,6.5,178,65085,117369,1,2,4586,100000,11.083464751305844,11.67308661709417,16,Menengah,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,
4.1,795,1713,1645,261,6.3,9.0,311,208747,148835,3,4,9554,20000,12.24888306182888,11.91060030760333,23,Menengah,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,2.0
7.7,1167,517,1415,182,3.3,9.7,112,162079,152129,4,4,5709,5000,11.99584531948251,11.932490697457174,17,Menengah,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,2.0
2.1,1019,709,2403,312,6.7,12.4,384,262048,179918,4,3,12001,200,12.476286788157394,12.100262028591962,8,Baru,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
2.1,733,730,1850,389,6.8,13.7,175,360984,18949,1,4,10126,1000,12.796591685205204,9.849559210510572,13,Menengah,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0.0
7.0,1484,1227,2312,265,3.3,12.3,169,242852,87276,3,3,6539,1000,12.400211601002098,11.376842247780562,43,Lama,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0
3.4,669,829,1056,322,4.3,8.5,144,320102,42065,4,3,6219,20000,12.676398097985263,10.646995092435022,9,Baru,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.0
3.0,568,479,2023,169,2.3,7.3,277,85363,94981,3,1,12489,200,11.35467974523386,11.46144267894606,17,Menengah,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2.0
6.5,795,1683,1817,281,3.5,5.6,369,124752,125329,3,3,12748,1000,11.734091061420806,11.738705537605568,38,Lama,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,2.0
5.6,289,1316,1037,247,5.3,10.9,255,364322,232884,3,3,976,5000,12.805796115782767,12.358300048474147,44,Lama,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,1.0
4.8,744,622,963,226,6.7,10.7,298,466029,71215,4,3,2154,5000,13.052005288718032,11.173472791255636,1,Baru,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0.0
7.2,472,228,1914,275,3.0,12.7,294,102451,179787,4,3,1435,100000,11.53714967519441,12.099533657969252,26,Lama,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,
2.4,238,1463,1688,220,4.7,14.6,233,135115,197901,1,4,3771,1000,11.813888947727923,12.195527237653788,9,Baru,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,2.0
6.4,978,1451,1249,358,4.7,7.0,291,282280,73717,1,2,13758,50,12.550658307690323,11.208002281735872,38,Lama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3.0
1.7,305,504,1604,362,6.8,5.1,292,258379,6687,2,3,2522,5000,12.462186648514292,8.808070154764538,19,Menengah,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,
2.9,1022,1436,2059,289,2.3,7.4,209,141996,119360,3,1,2913,5000,11.86356120959966,11.68990779341858,2,Baru,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2.0
3.2,228,410,1867,232,2.3,10.7,145,317471,226368,2,2,14351,100000,12.668144904449628,12.32992169014092,2,Baru,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,
